100;0.000000000
200;0.000000000
300;0.000000000
400;0.000000000
500;0.000001000
600;0.000001000
700;0.000001000
800;0.000003000
900;0.000002000
1000;0.000003000
1100;0.000003000
1200;0.000004000
1300;0.000005000
1400;0.000005000
1500;0.000007000
1600;0.000009000
1700;0.000009000
1800;0.000011000
1900;0.000012000
2000;0.000012000
2100;0.000015000
2200;0.000017000
2300;0.000017000
2400;0.000020000
2500;0.000028000
2600;0.000032000
2700;0.000036000
2800;0.000028000
2900;0.000040000
3000;0.000050000
3100;0.000039000
3200;0.000038000
3300;0.000037000
3400;0.000040000
3500;0.000040000
3600;0.000045000
3700;0.000040000
3800;0.000044000
3900;0.000043000
4000;0.000040000
4100;0.000042000
4200;0.000045000
4300;0.000047000
4400;0.000051000
4500;0.000052000
4600;0.000050000
4700;0.000057000
4800;0.000058000
4900;0.000060000
5000;0.000071000
5100;0.000069000
5200;0.000072000
5300;0.000087000
5400;0.000075000
5500;0.000081000
5600;0.000075000
5700;0.000083000
5800;0.000084000
5900;0.000086000
6000;0.000089000
6100;0.000083000
6200;0.000095000
6300;0.000089000
6400;0.000090000
6500;0.000100000
6600;0.000098000
6700;0.000119000
6800;0.000150000
6900;0.000147000
7000;0.000166000
7100;0.000156000
7200;0.000137000
7300;0.000139000
7400;0.000144000
7500;0.000169000
7600;0.000147000
7700;0.000139000
7800;0.000165000
7900;0.000149000
8000;0.000157000
8100;0.000154000
8200;0.000176000
8300;0.000165000
8400;0.000158000
8500;0.000171000
8600;0.000191000
8700;0.000197000
8800;0.000193000
8900;0.000213000
9000;0.000228000
9100;0.000192000
9200;0.000184000
9300;0.000216000
9400;0.000210000
9500;0.000223000
9600;0.000230000
9700;0.000234000
9800;0.000239000
9900;0.000231000
10000;0.000247000
